"","taxon.name"
"1","OTU3671"
"2","OTU8215"
"3","OTU6857"
"4","OTU8083"
"5","OTU8178"
"6","OTU6728"
"7","OTU5798"
"8","OTU7045"
"9","OTU8331"
"10","OTU7243"
"11","OTU8230"
"12","OTU6363"
"13","OTU8325"
"14","OTU7919"
"15","OTU8107"
"16","OTU6917"
"17","OTU7112"
"18","OTU4888"
"19","OTU7166"
"20","OTU4025"
"21","OTU7804"
"22","OTU7558"
"23","OTU7383"
"24","OTU8231"
"25","OTU4618"
"26","OTU7734"
"27","OTU8220"
"28","OTU7741"
"29","OTU4745"
"30","OTU7735"
"31","OTU8060"
"32","OTU5488"
"33","OTU8246"
"34","OTU8282"
"35","OTU7679"
"36","OTU8000"
"37","OTU7348"
"38","OTU6878"
"39","OTU8188"
"40","OTU7210"
"41","OTU7993"
"42","OTU6566"
"43","OTU5758"
"44","OTU6827"
"45","OTU7499"
"46","OTU7634"
"47","OTU6500"
"48","OTU8017"
"49","OTU7856"
"50","OTU6717"
"51","OTU7988"
"52","OTU8144"
"53","OTU7362"
"54","OTU5885"
"55","OTU7885"
"56","OTU6987"
"57","OTU7341"
"58","OTU7842"
"59","OTU8140"
"60","OTU7298"
"61","OTU7139"
"62","OTU8229"
"63","OTU8022"
"64","OTU8207"
"65","OTU7823"
"66","OTU7877"
"67","OTU7186"
"68","OTU7789"
"69","OTU8236"
"70","OTU6661"
"71","OTU8254"
"72","OTU7874"
"73","OTU6499"
"74","OTU7997"
"75","OTU7330"
"76","OTU2996"
"77","OTU6283"
"78","OTU7851"
"79","OTU7102"
"80","OTU7515"
"81","OTU5685"
"82","OTU7950"
"83","OTU7561"
"84","OTU3331"
"85","OTU5179"
"86","OTU7612"
"87","OTU7999"
"88","OTU7218"
"89","OTU5157"
"90","OTU4340"
"91","OTU5646"
"92","OTU7757"
"93","OTU7569"
"94","OTU5941"
"95","OTU7450"
"96","OTU5656"
"97","OTU7647"
"98","OTU7818"
"99","OTU3018"
"100","OTU6691"
"101","OTU7633"
"102","OTU4456"
"103","OTU7487"
"104","OTU7579"
"105","OTU8166"
"106","OTU8213"
"107","OTU7449"
"108","OTU8108"
"109","OTU6874"
"110","OTU5002"
"111","OTU8183"
"112","OTU4219"
"113","OTU4963"
"114","OTU8041"
"115","OTU7586"
"116","OTU7272"
"117","OTU8333"
"118","OTU8090"
"119","OTU7187"
"120","OTU8296"
"121","OTU6877"
"122","OTU7651"
"123","OTU7474"
"124","OTU8194"
"125","OTU8053"
"126","OTU7549"
"127","OTU7667"
"128","OTU8198"
"129","OTU4995"
"130","OTU7644"
"131","OTU5461"
"132","OTU6961"
"133","OTU7623"
"134","OTU7252"
"135","OTU7926"
"136","OTU7339"
"137","OTU6511"
"138","OTU8155"
"139","OTU7274"
"140","OTU8265"
"141","OTU7509"
"142","OTU8303"
"143","OTU8133"
"144","OTU6682"
"145","OTU4784"
"146","OTU5267"
"147","OTU6899"
"148","OTU6540"
"149","OTU7780"
"150","OTU8033"
"151","OTU7748"
"152","OTU7836"
"153","OTU7943"
"154","OTU5404"
"155","OTU7588"
"156","OTU7870"
"157","OTU6465"
"158","OTU7984"
"159","OTU7595"
"160","OTU2842"
"161","OTU8114"
"162","OTU6538"
"163","OTU7439"
"164","OTU5855"
"165","OTU7648"
"166","OTU8197"
"167","OTU8134"
"168","OTU7871"
"169","OTU8171"
"170","OTU4341"
"171","OTU7845"
"172","OTU8036"
"173","OTU7908"
"174","OTU4499"
"175","OTU8117"
"176","OTU6935"
"177","OTU7001"
"178","OTU7891"
"179","OTU7396"
"180","OTU7546"
"181","OTU7867"
"182","OTU8202"
"183","OTU8350"
"184","OTU8141"
"185","OTU8247"
"186","OTU5288"
"187","OTU8076"
"188","OTU7469"
"189","OTU8085"
"190","OTU8003"
"191","OTU7566"
"192","OTU8335"
"193","OTU7500"
"194","OTU7898"
"195","OTU8274"
"196","OTU8106"
"197","OTU7946"
"198","OTU8238"
"199","OTU6637"
"200","OTU6215"
"201","OTU4647"
"202","OTU6654"
"203","OTU7723"
"204","OTU6333"
"205","OTU8124"
"206","OTU7121"
"207","OTU6159"
"208","OTU8252"
"209","OTU8222"
"210","OTU8122"
"211","OTU8211"
"212","OTU8180"
"213","OTU7089"
"214","OTU7418"
"215","OTU7062"
"216","OTU7875"
"217","OTU6959"
"218","OTU8189"
"219","OTU4833"
"220","OTU6436"
"221","OTU7729"
"222","OTU7213"
"223","OTU7764"
"224","OTU8004"
"225","OTU2754"
"226","OTU7910"
"227","OTU7773"
"228","OTU3943"
"229","OTU7774"
"230","OTU6945"
"231","OTU8329"
"232","OTU7288"
"233","OTU7864"
"234","OTU7384"
"235","OTU5963"
"236","OTU7963"
"237","OTU7766"
"238","OTU8138"
"239","OTU6378"
"240","OTU8082"
"241","OTU7650"
"242","OTU7940"
"243","OTU8070"
"244","OTU3505"
"245","OTU7581"
"246","OTU7717"
"247","OTU7304"
"248","OTU8160"
"249","OTU6608"
"250","OTU7857"
"251","OTU8169"
"252","OTU8105"
"253","OTU7620"
"254","OTU7964"
"255","OTU6815"
"256","OTU4178"
"257","OTU8013"
"258","OTU7947"
"259","OTU7761"
"260","OTU8306"
"261","OTU8199"
"262","OTU7072"
"263","OTU7015"
"264","OTU7409"
"265","OTU8161"
"266","OTU8280"
"267","OTU7355"
"268","OTU7607"
"269","OTU7480"
"270","OTU7868"
"271","OTU8309"
"272","OTU7973"
"273","OTU7136"
"274","OTU8295"
"275","OTU7696"
"276","OTU8269"
"277","OTU7967"
"278","OTU6707"
"279","OTU7261"
"280","OTU7709"
"281","OTU4941"
"282","OTU6928"
"283","OTU5587"
"284","OTU7751"
"285","OTU7365"
"286","OTU7287"
"287","OTU6460"
"288","OTU7618"
"289","OTU8057"
"290","OTU7670"
"291","OTU7872"
"292","OTU5131"
"293","OTU7317"
"294","OTU6255"
"295","OTU6376"
"296","OTU6775"
"297","OTU7762"
"298","OTU7042"
"299","OTU8049"
"300","OTU8345"
"301","OTU7892"
"302","OTU8341"
"303","OTU7295"
"304","OTU5675"
"305","OTU6895"
"306","OTU6853"
"307","OTU6768"
"308","OTU8255"
"309","OTU8186"
"310","OTU7615"
"311","OTU3041"
"312","OTU8148"
"313","OTU4451"
"314","OTU8073"
"315","OTU8346"
"316","OTU8242"
"317","OTU7441"
"318","OTU6455"
"319","OTU6187"
"320","OTU6531"
"321","OTU8289"
"322","OTU7442"
"323","OTU7726"
"324","OTU7447"
"325","OTU6778"
"326","OTU5108"
"327","OTU7195"
"328","OTU8051"
"329","OTU7022"
"330","OTU8158"
"331","OTU3301"
"332","OTU6810"
"333","OTU7922"
"334","OTU7693"
"335","OTU8268"
"336","OTU6533"
"337","OTU7550"
"338","OTU7375"
"339","OTU7478"
"340","OTU7096"
"341","OTU7703"
"342","OTU1941"
"343","OTU7551"
"344","OTU7998"
"345","OTU7519"
"346","OTU5003"
"347","OTU6438"
"348","OTU8249"
"349","OTU6814"
"350","OTU8018"
"351","OTU2885"
"352","OTU7580"
"353","OTU7217"
"354","OTU6884"
"355","OTU8257"
"356","OTU5513"
"357","OTU6617"
"358","OTU7225"
"359","OTU4159"
"360","OTU7705"
"361","OTU8339"
"362","OTU6932"
"363","OTU8157"
"364","OTU7000"
"365","OTU8292"
"366","OTU6192"
"367","OTU7231"
"368","OTU7883"
"369","OTU7197"
"370","OTU8261"
"371","OTU7924"
"372","OTU7506"
"373","OTU8233"
"374","OTU7728"
"375","OTU5161"
"376","OTU7914"
"377","OTU7619"
"378","OTU6963"
"379","OTU8291"
"380","OTU6135"
"381","OTU7323"
"382","OTU5577"
"383","OTU8120"
"384","OTU7893"
"385","OTU7337"
"386","OTU6674"
"387","OTU8327"
"388","OTU8226"
"389","OTU7126"
"390","OTU7541"
"391","OTU6236"
"392","OTU7527"
"393","OTU1302"
"394","OTU7760"
"395","OTU6461"
"396","OTU7812"
"397","OTU5183"
"398","OTU8283"
"399","OTU7556"
"400","OTU8080"
"401","OTU8039"
"402","OTU7132"
"403","OTU6656"
"404","OTU7890"
"405","OTU8214"
"406","OTU6564"
"407","OTU8156"
"408","OTU7815"
"409","OTU7907"
"410","OTU7199"
"411","OTU8244"
"412","OTU8209"
"413","OTU6890"
"414","OTU7698"
"415","OTU6314"
"416","OTU8098"
"417","OTU7437"
"418","OTU7725"
"419","OTU7686"
"420","OTU7017"
"421","OTU5215"
"422","OTU8321"
"423","OTU7865"
"424","OTU6613"
"425","OTU7462"
"426","OTU8193"
"427","OTU7285"
"428","OTU6034"
"429","OTU7466"
"430","OTU6756"
"431","OTU7989"
"432","OTU7858"
"433","OTU6938"
"434","OTU7753"
"435","OTU8191"
"436","OTU8281"
"437","OTU7603"
"438","OTU7901"
"439","OTU7296"
"440","OTU6754"
"441","OTU8172"
"442","OTU7024"
"443","OTU6047"
"444","OTU8079"
"445","OTU7594"
"446","OTU8304"
"447","OTU8030"
"448","OTU7816"
"449","OTU8308"
"450","OTU7861"
"451","OTU6591"
"452","OTU6321"
"453","OTU7886"
"454","OTU7976"
"455","OTU7852"
"456","OTU8104"
"457","OTU6723"
"458","OTU6996"
"459","OTU6955"
"460","OTU7694"
"461","OTU6915"
"462","OTU6297"
"463","OTU7145"
"464","OTU5852"
"465","OTU7740"
"466","OTU6942"
"467","OTU2915"
"468","OTU6280"
"469","OTU7953"
"470","OTU7811"
"471","OTU8064"
"472","OTU7191"
"473","OTU5976"
"474","OTU7609"
"475","OTU8196"
"476","OTU7638"
"477","OTU5740"
"478","OTU7590"
"479","OTU7833"
"480","OTU7971"
"481","OTU8239"
"482","OTU7798"
"483","OTU8167"
"484","OTU6970"
"485","OTU7956"
"486","OTU7602"
"487","OTU7265"
"488","OTU7927"
"489","OTU8204"
"490","OTU7493"
"491","OTU8264"
"492","OTU7273"
"493","OTU5704"
"494","OTU8015"
"495","OTU4627"
"496","OTU7980"
"497","OTU3602"
"498","OTU6542"
"499","OTU7843"
"500","OTU5642"
"501","OTU8217"
"502","OTU7069"
"503","OTU7050"
"504","OTU8258"
"505","OTU7539"
"506","OTU7429"
"507","OTU8096"
"508","OTU4567"
"509","OTU7555"
"510","OTU6507"
"511","OTU5454"
"512","OTU8322"
"513","OTU8077"
"514","OTU7982"
"515","OTU6155"
"516","OTU6561"
"517","OTU7814"
"518","OTU7257"
"519","OTU5786"
"520","OTU8118"
"521","OTU6764"
"522","OTU5882"
"523","OTU6950"
"524","OTU8330"
"525","OTU8130"
"526","OTU8087"
"527","OTU7755"
"528","OTU7392"
"529","OTU8334"
"530","OTU6911"
"531","OTU3810"
"532","OTU8116"
"533","OTU6888"
"534","OTU7840"
"535","OTU7412"
"536","OTU7664"
"537","OTU8305"
"538","OTU8032"
"539","OTU8344"
"540","OTU7358"
"541","OTU5858"
"542","OTU8279"
"543","OTU7489"
"544","OTU8263"
"545","OTU6689"
"546","OTU5568"
"547","OTU5881"
"548","OTU7951"
"549","OTU8143"
"550","OTU6105"
"551","OTU7983"
"552","OTU6562"
"553","OTU6889"
"554","OTU6973"
"555","OTU7957"
"556","OTU6218"
"557","OTU8185"
"558","OTU7120"
"559","OTU8294"
"560","OTU7570"
"561","OTU4263"
"562","OTU7153"
"563","OTU6544"
"564","OTU7954"
"565","OTU8342"
"566","OTU5156"
"567","OTU6158"
"568","OTU7710"
"569","OTU7800"
"570","OTU8272"
"571","OTU8200"
"572","OTU2882"
"573","OTU8146"
"574","OTU7673"
"575","OTU7770"
"576","OTU6601"
"577","OTU8225"
"578","OTU7992"
"579","OTU6870"
"580","OTU7733"
"581","OTU6503"
"582","OTU7361"
"583","OTU7929"
"584","OTU7715"
"585","OTU8181"
"586","OTU7911"
"587","OTU7582"
"588","OTU5652"
"589","OTU7738"
"590","OTU8061"
"591","OTU7003"
"592","OTU8019"
"593","OTU7572"
"594","OTU5450"
"595","OTU7737"
"596","OTU6407"
"597","OTU7617"
"598","OTU5816"
"599","OTU8121"
"600","OTU7419"
"601","OTU6103"
"602","OTU7453"
"603","OTU8028"
"604","OTU4914"
"605","OTU8250"
"606","OTU8351"
"607","OTU7517"
"608","OTU7962"
"609","OTU4524"
"610","OTU8040"
"611","OTU7430"
"612","OTU5692"
"613","OTU7486"
"614","OTU5722"
"615","OTU7819"
"616","OTU6429"
"617","OTU7854"
"618","OTU6779"
"619","OTU7621"
"620","OTU8235"
"621","OTU7965"
"622","OTU7292"
"623","OTU7571"
"624","OTU7829"
"625","OTU7797"
"626","OTU5442"
"627","OTU6681"
"628","OTU7320"
"629","OTU7713"
"630","OTU7837"
"631","OTU7021"
"632","OTU8132"
"633","OTU6442"
"634","OTU6919"
"635","OTU7990"
"636","OTU4173"
"637","OTU6545"
"638","OTU6995"
"639","OTU8094"
"640","OTU7101"
"641","OTU7514"
"642","OTU8055"
"643","OTU7704"
"644","OTU7720"
"645","OTU8008"
"646","OTU8206"
"647","OTU7697"
"648","OTU7968"
"649","OTU8176"
"650","OTU6057"
"651","OTU7529"
"652","OTU8056"
"653","OTU7933"
"654","OTU7354"
"655","OTU7249"
"656","OTU6742"
"657","OTU6539"
"658","OTU8046"
"659","OTU6721"
"660","OTU6849"
"661","OTU8256"
"662","OTU7408"
"663","OTU8192"
"664","OTU4622"
"665","OTU7880"
"666","OTU8203"
"667","OTU8007"
"668","OTU5319"
"669","OTU5532"
"670","OTU7559"
"671","OTU7388"
"672","OTU6224"
"673","OTU8287"
"674","OTU6186"
"675","OTU6812"
"676","OTU8227"
"677","OTU7955"
"678","OTU6375"
"679","OTU3657"
"680","OTU7289"
"681","OTU7680"
"682","OTU8164"
"683","OTU7118"
"684","OTU7411"
"685","OTU7585"
"686","OTU8337"
"687","OTU7724"
"688","OTU7436"
"689","OTU6993"
"690","OTU6924"
"691","OTU7844"
"692","OTU7642"
"693","OTU7345"
"694","OTU243"
"695","OTU4407"
"696","OTU7208"
"697","OTU8297"
"698","OTU7810"
"699","OTU8307"
"700","OTU7357"
"701","OTU7464"
"702","OTU5441"
"703","OTU7057"
"704","OTU7568"
"705","OTU6825"
"706","OTU8273"
"707","OTU8065"
"708","OTU7599"
"709","OTU7367"
"710","OTU7846"
"711","OTU6805"
"712","OTU5550"
"713","OTU7860"
"714","OTU8006"
"715","OTU7909"
"716","OTU8086"
"717","OTU6524"
"718","OTU7125"
"719","OTU7254"
"720","OTU7676"
"721","OTU7584"
"722","OTU7832"
"723","OTU7878"
"724","OTU7438"
"725","OTU7631"
"726","OTU5329"
"727","OTU6092"
"728","OTU7604"
"729","OTU8338"
"730","OTU8234"
"731","OTU7366"
"732","OTU6169"
"733","OTU6205"
"734","OTU8016"
"735","OTU5647"
"736","OTU8324"
"737","OTU8043"
"738","OTU6342"
"739","OTU7372"
"740","OTU7792"
"741","OTU7905"
"742","OTU7521"
"743","OTU7977"
"744","OTU8343"
"745","OTU7669"
"746","OTU8135"
"747","OTU7082"
"748","OTU8259"
"749","OTU6060"
"750","OTU7314"
"751","OTU8025"
"752","OTU6089"
"753","OTU7216"
"754","OTU5751"
"755","OTU8284"
"756","OTU8352"
"757","OTU7114"
"758","OTU8089"
"759","OTU6969"
"760","OTU6933"
"761","OTU8328"
"762","OTU6397"
"763","OTU8154"
"764","OTU8045"
"765","OTU7657"
"766","OTU3541"
"767","OTU7342"
"768","OTU8205"
"769","OTU4686"
"770","OTU7695"
"771","OTU7966"
"772","OTU8275"
"773","OTU8175"
"774","OTU7622"
"775","OTU7122"
"776","OTU6910"
"777","OTU7501"
"778","OTU7727"
"779","OTU7985"
"780","OTU7921"
"781","OTU7889"
"782","OTU6782"
"783","OTU7404"
"784","OTU8302"
"785","OTU7574"
"786","OTU4913"
"787","OTU7949"
"788","OTU7270"
"789","OTU8298"
"790","OTU7606"
"791","OTU7941"
"792","OTU7711"
"793","OTU8099"
"794","OTU8312"
"795","OTU7530"
"796","OTU6598"
"797","OTU8084"
"798","OTU4427"
"799","OTU8072"
"800","OTU5940"
"801","OTU7554"
"802","OTU7184"
"803","OTU7425"
"804","OTU5569"
"805","OTU8323"
"806","OTU7808"
"807","OTU7389"
"808","OTU8095"
"809","OTU7374"
"810","OTU7781"
"811","OTU7749"
"812","OTU4785"
"813","OTU7144"
"814","OTU7960"
"815","OTU7756"
"816","OTU8101"
"817","OTU7742"
"818","OTU8100"
"819","OTU7969"
"820","OTU8010"
"821","OTU8240"
"822","OTU7802"
"823","OTU8340"
"824","OTU8063"
"825","OTU8034"
"826","OTU8277"
"827","OTU7119"
"828","OTU7822"
"829","OTU5773"
"830","OTU7523"
"831","OTU7765"
"832","OTU7488"
"833","OTU4000"
"834","OTU8182"
"835","OTU7302"
"836","OTU7659"
"837","OTU7471"
"838","OTU6664"
"839","OTU6071"
"840","OTU7491"
"841","OTU7395"
"842","OTU6626"
"843","OTU8127"
"844","OTU8313"
"845","OTU6339"
"846","OTU7455"
"847","OTU5861"
"848","OTU6358"
"849","OTU7918"
"850","OTU6109"
"851","OTU7564"
"852","OTU7637"
"853","OTU7903"
"854","OTU7672"
"855","OTU8131"
"856","OTU5974"
"857","OTU7309"
"858","OTU7100"
"859","OTU7335"
"860","OTU7794"
"861","OTU7663"
"862","OTU6225"
"863","OTU6738"
"864","OTU7920"
"865","OTU6922"
"866","OTU4720"
"867","OTU8075"
"868","OTU6934"
"869","OTU6828"
"870","OTU6164"
"871","OTU8253"
"872","OTU6698"
"873","OTU7025"
"874","OTU6040"
"875","OTU8221"
"876","OTU7850"
"877","OTU4251"
"878","OTU7700"
"879","OTU8270"
"880","OTU6467"
"881","OTU7316"
"882","OTU6597"
"883","OTU4999"
"884","OTU8042"
"885","OTU8208"
"886","OTU8248"
"887","OTU8320"
"888","OTU8066"
"889","OTU8113"
"890","OTU4814"
"891","OTU7900"
"892","OTU7884"
"893","OTU5777"
"894","OTU8078"
"895","OTU7614"
"896","OTU5672"
"897","OTU8218"
"898","OTU8318"
"899","OTU4019"
"900","OTU8311"
"901","OTU8110"
"902","OTU8347"
"903","OTU7259"
"904","OTU6392"
"905","OTU4725"
"906","OTU7473"
"907","OTU7931"
"908","OTU7432"
"909","OTU5417"
"910","OTU7915"
"911","OTU8037"
"912","OTU6639"
"913","OTU8326"
"914","OTU7233"
"915","OTU8278"
"916","OTU8020"
"917","OTU8093"
"918","OTU7825"
"919","OTU8005"
"920","OTU6972"
"921","OTU7624"
"922","OTU4776"
"923","OTU7444"
"924","OTU6041"
"925","OTU6595"
"926","OTU5545"
"927","OTU7707"
"928","OTU7799"
"929","OTU8271"
"930","OTU7613"
"931","OTU7902"
"932","OTU7701"
"933","OTU8310"
"934","OTU8038"
"935","OTU6868"
"936","OTU5226"
"937","OTU8149"
"938","OTU7575"
"939","OTU8336"
"940","OTU7830"
"941","OTU8201"
"942","OTU7115"
"943","OTU8293"
"944","OTU8050"
"945","OTU8021"
"946","OTU3725"
"947","OTU8115"
"948","OTU8245"
"949","OTU8011"
"950","OTU8241"
"951","OTU8212"
"952","OTU7016"
"953","OTU6082"
"954","OTU7040"
"955","OTU7267"
"956","OTU7994"
"957","OTU5600"
"958","OTU5446"
"959","OTU8184"
"960","OTU8316"
"961","OTU6838"
"962","OTU6509"
"963","OTU5763"
"964","OTU7352"
"965","OTU7996"
"966","OTU7732"
"967","OTU7839"
"968","OTU7610"
"969","OTU7769"
"970","OTU7775"
"971","OTU8102"
"972","OTU8243"
"973","OTU7970"
"974","OTU7591"
"975","OTU6336"
"976","OTU6906"
"977","OTU7329"
"978","OTU8092"
"979","OTU8179"
"980","OTU8071"
"981","OTU5390"
"982","OTU7937"
"983","OTU7148"
"984","OTU5008"
"985","OTU7913"
"986","OTU6223"
"987","OTU8286"
"988","OTU6485"
"989","OTU8288"
"990","OTU7687"
"991","OTU5377"
"992","OTU6734"
"993","OTU7714"
"994","OTU6115"
"995","OTU7492"
"996","OTU8232"
"997","OTU6836"
"998","OTU7328"
"999","OTU6534"
"1000","OTU8126"
"1001","OTU8348"
"1002","OTU8219"
"1003","OTU6802"
"1004","OTU7264"
"1005","OTU7722"
"1006","OTU7838"
"1007","OTU7972"
"1008","OTU6556"
"1009","OTU8224"
"1010","OTU7315"
"1011","OTU8091"
"1012","OTU7250"
"1013","OTU7896"
"1014","OTU7945"
"1015","OTU6428"
"1016","OTU7661"
"1017","OTU8266"
"1018","OTU7936"
"1019","OTU7978"
"1020","OTU7744"
"1021","OTU5934"
"1022","OTU7485"
"1023","OTU6584"
"1024","OTU7986"
"1025","OTU6631"
"1026","OTU7682"
"1027","OTU8136"
"1028","OTU5420"
"1029","OTU7537"
"1030","OTU7991"
"1031","OTU7718"
"1032","OTU8137"
"1033","OTU7010"
"1034","OTU7266"
"1035","OTU7791"
